,id,name,metacritic,released_year,platforms,developers,genres,publishers
80908,17610,Reign: Conflict of Nations,60.0,2009,PC,Lesta Studio,Strategy,"1C-SoftClub, 1C Company"
80961,17615,Metrocide,68.0,2014,"PC, macOS",Flat Earth Games,"Shooter, Arcade, Indie","Surprise Attack, Flat Earth Games"
81016,17620,Heroes of Might & Magic III - HD Edition,65.0,2015,"PC, iOS","Ubisoft, DotEmu",Strategy,Ubisoft Entertainment
81092,17627,Frozen Cortex,79.0,2015,"Linux, PC, macOS",Mode 7,"Strategy, Sports, Indie",Mode 7
81155,17633,Stealth Bastard Deluxe,80.0,2012,"Linux, macOS, PC",Curve Digital,"Action, Indie",Curve Digital
81165,17634,Off-Road Drive,60.0,2010,PC,1C-Avalon,"Simulation, Racing","1C-SoftClub, 1C Company"
81175,17635,Blues and Bullets,73.0,2015,"Linux, PC, macOS",A Crowd of Monsters,Adventure,A Crowd of Monsters
81218,17639,Rig n Roll,61.0,2009,PC,SoftLab-NSK,Simulation,"1C-SoftClub, 1C Company"
81230,17640,Sherlock Holmes - Nemesis,71.0,2007,PC,"Frogwares, Frogwares Game Development Studio","Adventure, RPG","Focus Home Interactive, Frogwares"
81295,17646,Hotel Giant 2,58.0,2010,PC,"Enlight Software Limited, PerspectX",Simulation,United Independent Entertainment
81337,17650,Painkiller Hell & Damnation,64.0,2012,"PC, macOS, Linux, Xbox 360, PlayStation 3","THQ Nordic, The Farm 51","Action, Shooter","THQ Nordic, Nordic Games"
81422,17658,Resonance,76.0,2012,"PC, Linux, macOS","XII Games, xii games and Wadjet Eye Games","Adventure, Indie",Wadjet Eye Games
81433,17659,The Testament of Sherlock Holmes,73.0,2012,"PC, Xbox 360",Frogwares,"Action, Adventure","Atlus, Frogwares, Inc.)"
81467,17662,Obscuritas,63.0,2016,"macOS, PC",VIS Games,Adventure,"Deep Silver, Ravenscourt"
81529,17668,Zenzizenzic,85.0,2015,"Linux, PC, macOS",bitHuffel,"Action, Indie",Adult Swim Games
81552,17670,Tryst,50.0,2012,PC,BlueGiant Interactive,"Action, Strategy, Indie",BlueGiant Interactive
81593,17674,Weird Worlds: Return to Infinite Space,79.0,2013,"PC, Linux, macOS",Digital Eel,"Adventure, RPG, Strategy, Casual, Indie",Digital Eel
81603,17675,Steel Armor: Blaze of War,70.0,2015,PC,Graviteam,"Strategy, Simulation",Graviteam
81635,17678,Moebius: Empire Rising,54.0,2014,"Linux, macOS, PC","Phoenix Online Studios, Pinkerton Road","Adventure, Indie","Phoenix Online Publishing, Pinkerton Road"
81698,17684,Koihime Enbu,68.0,2016,PC,"M2, UNKNOWN GAMES",Action,Degica
81817,17695,Madballs in Babo:Invasion,79.0,2009,"PC, macOS",Playbrains,Indie,Playbrains
81848,17698,King's Bounty: Armored Princess,82.0,2009,"PC, macOS",Katauri Interactive,"RPG, Strategy","1C-SoftClub, 1C Company"
81881,17701,Basketball Pro Management 2015,69.0,2014,PC,"Cyanide Studio, Umix Studios","Strategy, Simulation, Sports",Cyanide
81892,17702,Kill to Collect,57.0,2016,PC,Pieces Interactive,"Action, Adventure, Indie","HandyGames, Pieces Interactive"
82018,17714,Train Fever,67.0,2014,"macOS, iOS, Linux, PC","Good Shepherd Entertainment, Urban Games","Strategy, Simulation, Casual, Indie","Good Shepherd Entertainment, Gambitious Digital Entertainment, Gambitious"
82039,17716,MISSING: An Interactive Thriller - Episode One,63.0,2015,"macOS, PC",Zandel Media,"Adventure, Indie",Zandel Media
82113,17723,Impire,45.0,2013,PC,Cyanide Montreal,Strategy,Paradox Interactive
82156,17727,Particulars,74.0,2014,"Linux, PC, macOS",SeeThrough Studios,Indie,Surprise Attack
82167,17728,Risen 3 - Titan Lords,65.0,2014,"PC, PlayStation 4, Xbox 360, PlayStation 3","Deep Silver, Piranha Bytes","Action, Adventure, RPG",Deep Silver
82201,17731,Sherlock Holmes: The Silver Earring,68.0,2004,PC,Frogwares,Adventure,"Frogwares, Digital Jesters"
82244,17735,RollerCoaster Tycoon 3: Platinum,81.0,2008,"macOS, PC","Aspyr Media, Frontier Developments, Frontier","Strategy, Simulation","Aspyr, Atari"
82296,1774,Grim Fandango Remastered,84.0,2015,"Xbox One, PC, Android, macOS, Linux, iOS, PS Vita, PlayStation 4, Nintendo Switch","Double Fine Productions, LucasArts Entertainment","Adventure, Puzzle",Double Fine Productions
82308,17741,Pony Island,86.0,2016,"PC, Linux, macOS",Daniel Mullins Games,"Adventure, Arcade, Indie, Puzzle",Daniel Mullins Games
82412,17751,Clock Simulator,51.0,2016,"Linux, PC, macOS, Nintendo Switch",Kool2Play,Indie,Kool2Play
82509,17760,Mighty Switch Force! Hyper Drive Edition,85.0,2015,"PC, Wii U",WayForward Technologies,"Action, Indie",WayForward
82561,17765,Expeditions: Conquistador,77.0,2013,"PC, macOS, Linux",Logic Artists,"RPG, Strategy, Indie",Logic Artists
82592,17768,Firefall,60.0,2014,PC,Red 5 Studios,"Action, RPG, Massively Multiplayer",Red 5 Studios
82623,17771,Bedlam,54.0,2015,"PC, macOS, Xbox One, PlayStation 4","Vision Games Publishing, RedBedlam","Action, Shooter, Indie","Kiss, Vision Game Publishing"
82644,17773,IS Defense,50.0,2016,"Linux, PC",Destructive Creations,"Action, Indie",Destructive Creations
82687,17777,Anno 2070,83.0,2011,PC,"Blue Byte, Related Designs",Strategy,Ubisoft Entertainment
82697,17778,Worms Clan Wars,73.0,2013,"Linux, PC, macOS",Team17 Digital,Strategy,Team17 Digital
82708,17779,Terrian Saga: KR-17,83.0,2014,"PC, Linux, macOS",Wonderfling,"Action, Adventure, Indie",Digital Tribe
82773,17785,Death to Spies: Moment of Truth,73.0,2009,PC,Haggard Games,Action,"1C-SoftClub, 1C Company"
82805,17788,Sherlock Holmes versus Jack the Ripper,73.0,2009,PC,Frogwares,"Adventure, RPG",Frogwares
82827,17790,A Fistful of Gun,60.0,2015,PC,FarmerGnome,"Action, Shooter, Indie",Devolver Digital
82859,17793,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,84.0,2013,PC,Black Forest Games,"Action, Indie","HandyGames, Black Forest Games"
82880,17795,Mega Man Legacy Collection / ロックマン クラシックス コレクション,85.0,2015,"PC, PlayStation 4, Nintendo 3DS, Xbox One, Nintendo Switch","Capcom, Capcom U.S.A, Digital Eclipse","Action, Arcade",Capcom
82890,17796,March of the Eagles,71.0,2013,PC,Paradox Development Studio,"Strategy, Simulation",Paradox Interactive
82923,17799,Aarklash: Legacy,72.0,2013,PC,Cyanide Studio,"Action, Adventure, RPG, Strategy","Cyanide, Cyanide Studios"
82956,17802,Homesick,72.0,2015,PC,Lucky Pause,"Adventure, Indie",Lucky Pause
82966,17803,Ryse: Son of Rome,61.0,2013,"PC, Xbox One",Crytek,"Action, Adventure","Microsoft Studios, Crytek"
83010,17807,NecroVision,63.0,2009,PC,The Farm 51,Action,"1C-SoftClub, 1C Company"
83021,17808,Thirty Flights of Loving,88.0,2012,"PC, macOS",Blendo Games,"Adventure, Casual, Indie",Blendo Games
83173,17822,The Witcher: Enhanced Edition Director's Cut,86.0,2008,"PC, macOS",CD PROJEKT RED,"Action, RPG","1C-SoftClub, CD PROJEKT RED, Atari"
83184,17823,Drunken Robot Pornography,66.0,2014,"Linux, PC",Dejobaan Games,"Action, Indie",Dejobaan Games
83257,17830,Insanely Twisted Shadow Planet,76.0,2011,"PC, Xbox 360, Linux, macOS",Shadow Planet Productions,"Action, Shooter, Adventure, Indie",Microsoft Studios
83268,17831,Quake IV,81.0,2005,"PC, macOS, Xbox 360","Aspyr Media, id Software, Raven Software","Action, Shooter","Bethesda Softworks, Activision Blizzard, Aspyr"
83290,17833,Might & Magic X - Legacy,70.0,2014,"PC, macOS","Ubisoft, Limbic Entertainment",RPG,Ubisoft Entertainment
83312,17835,Fantasy Wars,67.0,2007,PC,"1C: Ino-Co, Ino-Co",Strategy,"1C-SoftClub, 1C Company"
83408,17844,Divine Divinity,81.0,2002,"PC, macOS",Larian Studios,"Action, RPG",Larian Studios
83450,17848,Secrets of Rætikon,58.0,2014,"macOS, Linux, PC",Broken Rules,"Action, Adventure, Indie",Broken Rules
83513,17854,Teleglitch: Die More Edition,78.0,2013,"Linux, PC, macOS",Test3 Projects,"Action, Indie",Paradox Interactive
83535,17856,Grandia II Anniversary Edition,80.0,2015,PC,GAME ARTS Co,RPG,GungHo Online Entertainment America
83546,17857,S.T.A.L.K.E.R.: Shadow of Chernobyl,82.0,2007,PC,GSC Game World,"Action, Shooter, Adventure, RPG",GSC Game World
83567,17859,The Minims,73.0,2016,"macOS, PC",beyondthosehills,"Adventure, Indie",beyondthosehills
83612,17863,Men of War: Vietnam,68.0,2011,PC,1C Company,Strategy,"1C-SoftClub, 1C Company"
83686,17870,Iron Front: Digital War Edition,55.0,2012,PC,"X1 Software, AWAR","Action, Strategy, Simulation",Deep Silver
83707,17872,Fight The Dragon,76.0,2014,"Linux, macOS, PC",3 Sprockets,"RPG, Indie",3 Sprockets
83739,17875,Guacamelee! Super Turbo Championship Edition,80.0,2014,"PC, Nintendo Switch, Wii U, Xbox 360, Xbox One, PlayStation 4","Broken Rules, DrinkBox Studios","Action, Indie, Platformer",DrinkBox Studios
83848,17885,Overlord,81.0,2007,"Linux, PC, macOS, Xbox 360","Triumph Studios, Virtual Programming","Action, RPG",Codemasters
83859,17886,Windforge,53.0,2014,PC,Snowed In Studios,"Action, RPG, Indie, Platformer",Snowed In Studios
83902,1789,The Swapper,87.0,2013,"Linux, PC, macOS, Xbox One, Wii U, PlayStation 4, PS Vita, PlayStation 3","Curve Digital, Facepalm Games, O. Harjola, O. Hantula, C. Castellano, T. Jubert, Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano","Action, Adventure, Indie, Puzzle, Platformer","Curve Digital, Facepalm Games"
84047,17904,Chess 2: The Sequel,62.0,2014,PC,"Ludeme Games, Sirlin Games","Strategy, Sports, Indie",Ludeme Games
84089,17908,Anno 1404,82.0,2009,PC,"Blue Byte, Related Designs","Strategy, Simulation",Ubisoft Entertainment
84100,17909,Clandestine,69.0,2015,PC,Logic Artists,"Action, Indie",Logic Artists
84133,17912,Bloodline Champions,79.0,2011,PC,Stunlock Studios,"Action, Massively Multiplayer",Stunlock Studios
84233,17921,NaissanceE,66.0,2014,PC,Limasse Five,"Adventure, Indie",Limasse Five
84243,17922,DEADBOLT,76.0,2016,"macOS, Linux, PC, PlayStation 4, PS Vita, Nintendo Switch","Hopoo Games, Code Mystics","Action, Indie",Hopoo Games
84274,17925,Fable Anniversary,68.0,2014,"PC, Xbox 360",Lionhead Studios,RPG,Microsoft Studios
84285,17926,Space Run,73.0,2014,"iOS, macOS, Linux, PC","Focus Home Interactive, Passtech Games","Strategy, Indie",Focus Home Interactive
84296,17927,E.T. Armies,54.0,2016,PC,Raspina Studio,Action,Merge Games
84326,17930,Sokobond,82.0,2013,"PC, Linux, macOS","Alan Hazelden, Harry Lee, Harry Lee and Ryan Roth","Strategy, Simulation, Indie, Puzzle",Draknek
84369,17934,Vector Thrust,57.0,2015,PC,TimeSymmetry,"Action, Simulation, Indie",Iceberg Interactive
84401,17937,Darkest Hour: A Hearts of Iron Game,81.0,2011,PC,Martin Ivanov,Strategy,Paradox Interactive
84434,1794,Hard Reset Redux,73.0,2016,"PC, Xbox One, PlayStation 4","Flying Wild Hog, Gambitious","Action, Adventure","Good Shepherd Entertainment, Gambitious Digital Entertainment"
84531,17949,Dead Rising 2: Off the Record,66.0,2011,"PlayStation 4, PlayStation 3, PC, Xbox One, Xbox 360","Capcom U.S.A, Capcom Vancouver","Action, Adventure",Capcom
84572,17953,Legend of Dungeon,62.0,2013,"Linux, PC, macOS",Robot Loves Kitty,"Action, RPG, Indie",Robot Loves Kitty
84594,17955,Armada 2526,66.0,2011,PC,Ntronium Games,Strategy,Iceberg Interactive
84615,17957,Miner Wars 2081,52.0,2012,PC,Keen Software House,"Action, Adventure, RPG, Simulation, Indie",Keen Software House
84636,17959,Ori and the Blind Forest: Definitive Edition,88.0,2016,"PC, Nintendo Switch, Xbox 360, Xbox One",Moon Studios,"Adventure, Platformer",Microsoft Studios
84797,17974,OmniBus,55.0,2016,"Linux, PC, macOS",Buddy Cops,"Action, Adventure, Simulation, Racing, Casual, Indie",Devolver Digital
84808,17975,DOOM II,83.0,1994,"PlayStation 4, PC, Nintendo Switch, iOS, macOS, Xbox 360, Classic Macintosh, Game Boy Advance","Bethesda Softworks, id Software","Action, Shooter","Valve, Bethesda Softworks, Activision Blizzard, id Software, GT Interactive Software, Virgin Interactive"
84819,17976,Lords of Football,52.0,2013,PC,Geniaware,"Strategy, Simulation, Sports, Indie",Fish Eagle
84839,17978,Vertiginous Golf,63.0,2015,"Linux, PC, macOS",Kinelco & Lone Elk Creative,"Sports, Indie",Surprise Attack
84860,17980,X3: Reunion,71.0,2005,"PC, Linux, macOS",Egosoft,"Action, Strategy, Simulation",Egosoft
84871,17981,The Masterplan,68.0,2015,"Linux, PC, macOS",Shark Punch,"Action, Strategy, Indie",Shark Punch
84893,17983,Corpse of Discovery,49.0,2015,PC,Phosphor Games,"Adventure, Indie",Phosphor Games
85037,17997,Fly'N,80.0,2012,PC,Ankama,"Action, Adventure, Indie","Plug In Digital, Ankama Games"
85048,17998,Antichamber,82.0,2013,"PC, Linux, macOS",Alexander Bruce,"Indie, Puzzle",Demruth
85058,17999,COAST GUARD,47.0,2015,"macOS, iOS, PC","Reality Twist, Rondomedia","Adventure, Simulation","Astragon Entertainment, rondomedia Marketing & Vertriebs, astragon Sales & Services"
85071,18000,King's Bounty: Dark Side,73.0,2014,"PC, macOS",1C-SoftClub,"Adventure, RPG, Strategy",1C Company
85082,18001,X2: The Threat,72.0,2003,PC,Egosoft,"Action, Strategy, Simulation",Egosoft
85092,18002,Divinity: Dragon Commander,76.0,2013,"PC, macOS",Larian Studios,"RPG, Strategy",Larian Studios
85103,18003,Gone Home,86.0,2013,"iOS, Linux, macOS, PlayStation 4, Nintendo Switch, PC",The Fullbright Company,"Adventure, Indie","Annapurna Interactive, Majesco Entertainment, The Fullbright Company"
85230,18015,CreaVures,55.0,2011,"PC, macOS",Muse Games,Indie,Muse Games
85760,18064,Little Racers STREET,62.0,2014,"Linux, PC, macOS",Milkstone Studios,"Racing, Casual, Indie",Milkstone Studios
85922,18079,Cubemen 2,68.0,2013,"iOS, macOS, Linux, PC, Wii U",3 Sprockets,"Action, Strategy, Indie","Nnooo, 3 Sprockets, Seon Rozenblum"
85933,1808,Door Kickers,83.0,2014,"iOS, Android, Linux, PC, macOS",KillHouse Games,"Action, Strategy, Simulation, Indie",KillHouse Games
85934,18080,Half-Life,96.0,1998,"PC, Linux, macOS, PlayStation 2",Valve Software,"Action, Shooter",Valve
86113,18097,Duskers,83.0,2016,"Linux, PC, macOS",Misfits Attic,"Strategy, Indie",Misfits Attic
86135,18099,Phantaruk,53.0,2016,"PC, Nintendo Switch",Polyslash,"Action, Adventure, Indie","Forever Entertainment, PlayWay"
86178,18103,Silent Hunter: Wolves of the Pacific,79.0,2009,PC,Ubisoft Romania,Simulation,Ubisoft Entertainment
86360,1812,Metrico+,66.0,2016,"macOS, Linux, PC, Xbox One, PlayStation 4",Digital Dreams,"Action, Adventure, Indie, Puzzle",Digital Dreams
86522,18135,Ionball 2: Ionstorm,70.0,2014,PC,Ironsun Studios,"Action, Casual",Kiss
86586,18141,Gateways,72.0,2012,"Linux, PC, macOS",Smudged Cat Games,"Action, Indie, Puzzle, Platformer",Smudged Cat Games
86596,18142,Oil Rush,67.0,2012,"PC, Linux, macOS",Unigine,"Strategy, Indie",Unigine
86618,18144,Fortix 2,74.0,2011,"PC, macOS, Linux",Nemesys Games,"Casual, Indie",Nemesys Games
86834,18164,Tribes: Ascend,86.0,2012,PC,Hi-Rez Studios,Action,Hi-Rez Studios
87038,18183,Company of Heroes,93.0,2006,"iOS, PC","Feral Interactive, Relic Entertainment","RPG, Strategy","SEGA, Feral Interactive"
87049,18184,Company of Heroes: Opposing Fronts,87.0,2007,PC,Relic Entertainment,"Action, Strategy",SEGA
87059,18185,Company of Heroes: Tales of Valor,70.0,2009,PC,Relic Entertainment,Strategy,SEGA
87081,18187,Company of Heroes 2 - The Western Front Armies,80.0,2014,"Linux, PC, macOS","Feral Interactive, Relic Entertainment",Strategy,"SEGA, Feral Interactive"
87217,1820,Worms W.M.D,79.0,2016,"PlayStation 4, Linux, PC, macOS, Xbox One, Nintendo Switch",Team17 Digital,"Action, Strategy",Team17 Digital
87229,18201,Agarest: Generations of War,45.0,2013,PC,Idea Factory,"Adventure, RPG, Strategy",Ghostlight
87292,18207,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1,72.0,2015,PC,"IDEA FACTORY Co, COMPILE HEART Co, FELISTELLA Co","RPG, Strategy","Idea Factory International, IDEA FACTORY Co"
87428,1822,F1 2016,86.0,2016,"macOS, PC, iOS, Android, Xbox One, PlayStation 4","Feral Interactive, Codemasters","Simulation, Sports, Racing","Feral Interactive, Codemasters"
87533,18230,Dementium II HD,37.0,2013,PC,Memetic Games,"Action, Adventure, Indie",Missing Link Games
87555,18232,Take On Helicopters,70.0,2011,PC,Bohemia Interactive,Simulation,Bohemia Interactive
87628,18239,Montague's Mount,39.0,2013,"PC, Linux, macOS",PolyPusher Studios,"Adventure, Indie",PolyPusher Studios
87639,18240,Brothers - A Tale of Two Sons,90.0,2013,"PC, iOS, Android, PlayStation 4, Xbox 360, Nintendo Switch, PlayStation 3, Xbox One",Starbreeze Studios,"Adventure, Indie, Puzzle",505 Games
87650,18241,DmC: Devil May Cry,85.0,2013,"PC, Xbox 360, PlayStation 3, Xbox One, PlayStation 4",Ninja Theory,Action,Capcom
87889,18264,Xotic,67.0,2011,"PC, Xbox 360",WXP Games,"Action, Shooter, Indie","Valcon Games, WXP Games"
87900,18265,The Haunted: Hells Reach,51.0,2011,PC,"KTX Software, KTX Software Development","Action, Shooter, Indie","ValuSoft, Signo & Arte"
87911,18266,Bob Came in Pieces,73.0,2009,"PC, macOS",Ludosity,"Adventure, Indie",Ludosity
87922,18267,Quantz,67.0,2009,"PC, macOS",Gamerizon,"Casual, Indie",Gamerizon
87965,18271,AaAaAA!!! - A Reckless Disregard for Gravity,81.0,2009,PC,Dejobaan Games,"Action, Sports, Indie",Dejobaan Games
87976,18272,Magicka,74.0,2011,"PC, Android","Paradox Interactive, Arrowhead Game Studios","Action, RPG",Paradox Interactive
88018,18276,The Ball,68.0,2010,PC,Teotl Studios,"Action, Adventure, Indie, Puzzle",Tripwire Interactive
88072,18281,Zeit²,72.0,2011,"PC, Xbox 360",Brightside Games,"Action, Shooter, Indie",Ubisoft Entertainment
88082,18282,Razor2: Hidden Skies,61.0,2010,PC,Invent4 Entertainment,"Action, Casual, Indie",Strategy First
88093,18283,Defenders of Ardania,58.0,2012,"PC, Xbox 360",Most Wanted Entertainment,"Strategy, Simulation","Deep Silver, Paradox Interactive"
88124,18286,inMomentum,59.0,2011,PC,Digital Arrow,"Racing, Indie","THQ Nordic, White Rabbit Interactive"
88135,18287,Anomaly: Warzone Earth,80.0,2011,"PC, macOS, iOS, Android, Linux, Xbox 360, PlayStation 3",11 Bit Studios,"Action, Strategy, Simulation, Indie","Microsoft Studios, 11 bit studios, Chillingo"
88157,18289,Runespell: Overture,69.0,2011,PC,Mystic Box,"Adventure, RPG, Indie",Mystic Box
88199,18293,Yar's Revenge,56.0,2011,"PC, Xbox 360",Killspace Entertainment,"Action, Adventure",Atari
88277,1830,Dungeon of the Endless,79.0,2014,"Nintendo Switch, PC, iOS, PlayStation 4, macOS, Xbox One",Amplitude Studios,"Adventure, RPG, Strategy, Indie","Playdigious, Amplitude Studios"
88299,18302,Thunder Wolves,69.0,2013,"PC, Xbox 360",Most Wanted Entertainment,"Action, Shooter, Casual, Indie","THQ Nordic, HandyGames, bitComposer Entertainment"
88321,18304,Men of War: Assault Squad,77.0,2011,PC,Digitalmindsoft,Strategy,"1C-SoftClub, 1C Company"
88657,18336,Alan Wake's American Nightmare,73.0,2012,"Xbox One, PC, Xbox 360",Remedy Entertainment,"Action, Shooter","Microsoft Studios, THQ Nordic, Remedy Entertainment"
88667,18337,Post Apocalyptic Mayhem,44.0,2011,PC,Steel Monkeys,"Action, Racing",Next Dimension Game Adventures
88688,18339,Plain Sight,76.0,2010,PC,Beatnik Games,"Action, Indie",Beatnik Games
88710,18341,Tobe's Vertical Adventure,75.0,2011,PC,Secret Base,"Action, Adventure, Indie",Secret Base
88719,18342,Monday Night Combat,82.0,2010,"Xbox One, PC, Xbox 360",Uber Entertainment,"Action, Shooter, Strategy, Sports, Indie","Microsoft Studios, Uber Entertainment"
88730,18343,SOL: Exodus,57.0,2012,PC,Bit Planet Games,"Action, Simulation, Indie",Bit Planet Games
88740,18344,Iron Grip: Warlord,59.0,2008,PC,ISOTX,"Action, Indie",ISOTX
88772,18347,Beat Hazard,70.0,2010,"Linux, PC, macOS, Xbox 360",Cold Beam Games,"Action, Casual, Indie",Cold Beam Games
88985,18367,SimplePlanes,67.0,2014,"iOS, PC, Android, macOS",Jundroo,"Simulation, Educational, Indie","LLC, Jundroo"
89081,18376,DreamBreak,46.0,2016,"PC, macOS, Xbox One, PlayStation 4","Digerati Distribution, Aist","Action, Adventure, Indie","Digerati Distribution, Beatshapers"
89765,18440,Tadpole Treble,90.0,2016,"Linux, PC, macOS, Wii U",BitFinity,"Action, Adventure, Indie","BitFinity, Sunken Treasure Games, BitFinity"
89860,18449,Divinity II: Developer's Cut,77.0,2012,"PC, Xbox 360",Larian Studios,"Action, RPG","Focus Home Interactive, Larian Studios, dtp entertainment AG cdv entertainment USA"
